sales_fact_dec_1998.product_id,sales_fact_dec_1998.time_id,sales_fact_dec_1998.customer_id,sales_fact_dec_1998.promotion_id,sales_fact_dec_1998.store_id,sales_fact_dec_1998.store_sales,sales_fact_dec_1998.store_cost,sales_fact_dec_1998.unit_sales
1024,748,7734,54,1,15.8,5.214,4
1228,748,7734,54,1,6.57,2.2995,3
1444,748,7734,54,1,7.04,3.0976,4
381,748,7734,54,1,6.99,2.3067,3
1184,748,7734,54,1,8.52,4.1748,3
1407,748,2634,54,1,1.89,0.7938,3
1223,748,2634,54,1,1.77,0.7611,3
215,748,2634,54,1,3.16,1.4536,4
125,748,2634,54,1,6.96,2.436,3
807,748,2634,54,1,7.05,3.1725,5
319,748,2634,54,1,6.4,2.624,4
641,748,2634,54,1,11.94,5.1342,3
818,748,2634,54,1,6.75,2.16,5
1492,748,2082,54,1,6.08,2.9792,4
1363,748,2082,54,1,10.64,4.3624,4
1020,748,2082,54,1,1.53,0.612,3
1176,748,5406,54,1,6.84,2.052,4
754,748,5406,54,1,7.71,2.7756,3
877,748,5406,54,1,4.74,1.9908,3
95,748,5406,54,1,2.92,1.168,2
278,748,3958,54,1,10.08,3.3264,3
748,748,3958,54,1,4.4,2.112,2
1309,748,3958,54,1,13.84,6.228,4
354,748,3958,54,1,4.5,1.485,2
931,748,3958,54,1,5.7,2.451,3
52,748,5833,54,1,6.51,2.7993,3
668,748,5833,54,1,11.79,3.8907,3
1523,748,5833,54,1,4.68,2.2932,3
102,748,5833,54,1,4.9,1.813,2
518,748,5833,54,1,4.08,1.632,3
828,748,5833,54,1,5.16,1.8576,4
1456,748,5833,54,1,5.49,1.7568,3
302,748,5833,54,1,13.8,4.692,4
1350,748,814,54,1,3.68,1.288,4
1034,748,814,54,1,5.82,2.1534,2
425,748,814,54,1,2.56,1.1776,2
695,748,814,54,1,14.08,5.0688,4
712,748,814,54,1,11.61,4.5279,3
662,748,814,54,1,6.9,2.829,3
915,748,1260,54,1,14.35,6.888,5
499,748,8544,54,1,14.8,6.808,5
1275,748,8544,54,1,3.51,1.6146,3
505,748,8544,54,1,5.01,1.8537,3
842,748,8544,54,1,16,7.04,5
659,748,8544,54,1,6.42,2.7606,2
1208,748,8544,54,1,11.48,4.9364,4
705,748,8544,54,1,3.52,1.7248,4
1387,748,8544,54,1,13.96,5.7236,4
466,752,9953,0,1,7.89,2.9193,3
1335,752,9953,0,1,9.64,4.338,4
699,752,9953,0,1,4.26,1.491,3
637,752,9953,0,1,2.58,0.774,3
94,752,9953,0,1,1.86,0.8742,3
1308,752,9953,0,1,7.74,2.709,3
366,752,9953,0,1,9.44,4.248,4
873,752,1948,0,1,7.05,2.679,3
917,752,1948,0,1,2.24,1.0528,2
634,752,315,0,1,7.59,3.6432,3
490,752,315,0,1,4.95,1.683,3
507,752,315,0,1,10.12,4.048,4
457,752,315,0,1,6.78,2.6442,3
607,752,315,0,1,11.12,4.2256,4
157,752,315,0,1,8.85,3.363,3
1505,752,315,0,1,8.25,4.125,3
197,752,5617,0,1,5.82,2.037,2
1499,752,224,0,1,2.78,1.3344,2
596,752,224,0,1,1.28,0.4352,2
1333,752,224,0,1,1.86,0.8556,2
1509,752,224,0,1,8.94,3.4866,3
1393,752,224,0,1,7.4,3.256,4
754,752,8106,0,1,10.28,4.626,4
105,752,8106,0,1,11.16,3.7944,3
494,752,8106,0,1,9.65,4.825,5
1397,752,9585,0,1,4.29,1.3299,3
1503,752,9585,0,1,8.82,3.1752,3
573,752,9585,0,1,10.17,4.2714,3
977,752,9585,0,1,3.04,1.0336,4
594,752,9585,0,1,1.74,0.8352,3
1110,752,1588,0,1,8.4,2.604,3
195,752,1588,0,1,3.54,1.2744,2
1383,752,1588,0,1,10.36,4.9728,4
107,752,1588,0,1,5.43,2.2263,3
783,752,2082,0,1,9.88,3.458,4
761,752,2082,0,1,3.4,1.564,2
1243,752,2082,0,1,3.54,1.6992,3
1163,752,2275,0,1,1.64,0.5576,2
9,752,2275,0,1,7.26,3.5574,3
392,752,7015,0,1,2.6,0.962,2
1180,752,7015,0,1,15.6,4.992,4
1517,752,7015,0,1,1.16,0.5568,2
1334,752,7015,0,1,5.52,1.7112,3
325,752,7015,0,1,6.04,2.416,4
1380,752,7015,0,1,10.86,5.3214,3
1417,752,1277,0,1,10.83,4.0071,3
75,752,1277,0,1,2.04,0.6528,3
571,752,1277,0,1,2.5,1.225,2
1373,752,1277,0,1,7.2,2.232,2
1351,752,1277,0,1,5.01,2.004,3
275,752,1277,0,1,9.81,3.4335,3
471,752,4126,0,1,2.49,0.8715,3
605,752,4362,0,1,9.44,4.4368,4
928,752,4362,0,1,4.95,2.277,3
1104,752,4362,0,1,9.8,3.038,4
988,752,4362,0,1,7.22,2.7436,2
1337,752,4362,0,1,1.14,0.342,2
289,752,4362,0,1,4.11,2.055,3
645,752,5065,0,1,9.96,3.486,3
395,752,5065,0,1,4.44,1.8204,2
1144,752,5065,0,1,1.7,0.578,2
455,752,5065,0,1,5.04,1.6128,3
585,752,6604,0,1,6.54,2.5506,3
994,752,6938,0,1,2.37,1.1613,3
905,752,6938,0,1,6.99,3.4251,3
29,752,6938,0,1,3.56,1.246,2
718,752,6263,0,1,6.96,2.784,3
1321,752,6263,0,1,9.96,4.5816,4
842,752,9562,0,1,12.8,5.504,4
193,752,9562,0,1,7.36,3.6064,2
582,752,9562,0,1,11.4,4.788,3
559,752,9562,0,1,11.34,4.6494,3
476,752,6369,0,1,10.92,4.4772,3
1291,752,6369,0,1,9.2,3.956,4
403,752,6369,0,1,4.65,2.139,3
365,752,6369,0,1,7.92,2.8512,2
1208,752,6369,0,1,8.61,2.6691,3
952,752,4040,0,1,8.73,2.7063,3
276,752,4040,0,1,7.72,3.2424,2
332,752,4040,0,1,6.63,2.9172,3
1308,752,4040,0,1,7.74,2.4768,3
353,752,4040,0,1,4.71,1.9782,3
515,752,4040,0,1,7.64,2.8268,4
419,752,8767,0,1,10.71,3.6414,3
1360,752,2814,0,1,7.26,3.1218,3
179,752,2814,0,1,13.75,4.125,5
1021,752,2814,0,1,4.88,2.3912,4
52,752,2814,0,1,6.51,3.1899,3
988,752,2814,0,1,10.83,4.332,3
152,752,2814,0,1,8.67,4.0749,3
256,752,3277,0,1,7.95,3.339,3
1204,752,3277,0,1,6.48,2.6568,3
1061,752,3277,0,1,6.64,2.7224,4
1077,752,3277,0,1,11.04,3.6432,3
1527,752,6339,0,1,10.38,4.152,3
1238,752,6339,0,1,2.94,1.4406,2
961,752,6339,0,1,3.93,1.7685,3
1377,752,6339,0,1,11.32,4.7544,4
129,752,6339,0,1,4.65,1.395,3
405,752,3653,0,1,7.38,2.8782,2
755,752,3653,0,1,8.94,3.4866,3
1265,752,3653,0,1,2.16,0.972,3
93,752,9586,0,1,2.88,1.2672,3
109,752,9586,0,1,15.8,6.794,4
159,752,9953,0,1,5.13,2.1033,3
1501,752,4362,0,1,7.56,2.9484,3
559,752,4362,0,1,11.34,4.7628,3
1262,752,2181,0,1,1.52,0.4864,2
132,752,2181,0,1,3.84,1.6896,2
1135,752,2181,0,1,7.84,3.3712,4
99,752,2181,0,1,7.08,2.9736,3
1235,752,2181,0,1,4.14,1.9872,3
232,752,8121,0,1,5.26,1.7358,2
835,752,8121,0,1,10.47,5.235,3
1412,752,8121,0,1,5.49,2.0862,3
1241,752,8121,0,1,8.94,4.3806,3
925,752,8121,0,1,2.28,1.026,3
315,752,8121,0,1,2.88,1.3536,3
586,752,8121,0,1,4.26,2.13,3
1438,752,8649,0,1,4.11,1.7673,3
722,752,8649,0,1,11.32,5.3204,4
167,752,8649,0,1,2.4,1.008,4
689,752,8649,0,1,8.8,3.344,5
267,752,8649,0,1,3.32,1.3612,4
390,752,8649,0,1,7.48,3.6652,2
1165,752,8649,0,1,14.1,6.345,5
396,752,8649,0,1,9.72,4.0824,3
663,752,2974,0,1,3.52,1.3024,2
1146,752,2974,0,1,10.28,3.2896,4
1256,752,2974,0,1,3.66,1.7934,3
1339,752,2974,0,1,3.93,1.9257,3
1367,752,8039,0,1,10.71,4.0698,3
651,752,8039,0,1,2.4,1.08,3
1240,752,8039,0,1,9.04,3.9776,4
618,752,8039,0,1,4.2,1.848,3
1340,752,8039,0,1,7.71,2.6985,3
751,752,6370,0,1,6.57,2.2995,3
940,752,6370,0,1,8.52,3.1524,3
1516,752,6370,0,1,10.08,4.032,3
202,752,6370,0,1,4.47,2.1903,3
1444,752,6370,0,1,5.28,2.376,3
834,752,6370,0,1,8.88,4.1736,3
691,752,6370,0,1,8.55,2.9925,3
593,744,9942,0,1,5.61,2.4684,3
1435,744,9942,0,1,5.44,1.7408,2
1311,744,7929,0,1,9.66,3.5742,3
822,744,7929,0,1,7.44,2.8272,4
1145,744,7929,0,1,6.28,2.5748,4
1321,744,7929,0,1,4.98,2.49,2
812,744,814,0,1,10.02,3.2064,3
762,744,814,0,1,11.1,4.218,3
912,744,814,0,1,7.89,3.4716,3
462,744,814,0,1,8.48,3.5616,4
252,744,814,0,1,10.84,4.5528,4
103,744,9984,0,1,2.85,1.14,3
918,744,9984,0,1,8.91,3.7422,3
30,744,9984,0,1,4.23,1.8612,3
80,744,2434,0,1,10.89,4.0293,3
256,744,2434,0,1,10.6,3.816,4
140,744,2434,0,1,5.46,1.9656,3
489,744,2434,0,1,9.64,4.6272,4
585,744,2434,0,1,10.9,4.469,5
799,744,2433,0,1,11.36,3.976,4
776,744,2433,0,1,7.78,3.501,2
1258,744,2433,0,1,1.83,0.8418,3
1082,744,1554,0,1,5.73,2.1201,3
1485,744,1554,0,1,6,2.52,4
1102,744,1554,0,1,5.7,2.736,3
154,744,6339,0,1,3.92,1.3328,2
836,744,6339,0,1,3.54,1.3806,3
1325,744,3613,0,1,2.86,1.2298,2
1169,744,3613,0,1,5.96,2.0264,2
493,744,3613,0,1,7.92,3.7224,3
549,744,3613,0,1,6.72,3.2256,4
484,744,2814,0,1,14.56,4.8048,4
234,744,2814,0,1,8.1,2.754,3
983,744,2814,0,1,1.64,0.6068,2
540,744,6370,0,1,1.53,0.5508,3
796,744,6370,0,1,3.96,1.7028,3
1172,744,6370,0,1,11.08,4.6536,4
457,744,6370,0,1,4.52,1.8532,2
1046,744,6370,0,1,4.98,1.6434,3
424,744,6370,0,1,4.35,1.74,3
1146,744,6370,0,1,7.71,2.9298,3
463,744,5617,0,1,3.75,1.275,3
613,744,5617,0,1,5.46,2.0202,3
164,744,5617,0,1,8.91,4.1877,3
347,744,5624,0,1,3.6,1.404,3
962,744,5624,0,1,5.61,2.6928,3
673,744,5624,0,1,8.22,3.5346,3
397,744,5624,0,1,4.05,1.5795,3
1010,744,7021,0,1,7.95,3.8955,3
920,744,7021,0,1,2.92,1.4308,4
44,744,7021,0,1,8.79,3.0765,3
1147,744,6346,0,1,2.84,1.3064,2
1336,744,6346,0,1,13.56,6.102,4
760,744,8121,0,1,7.48,3.366,4
111,744,8121,0,1,10.44,3.5496,3
914,744,8121,0,1,12.3,6.15,5
1403,744,6346,0,1,7.32,2.8548,3
155,744,6346,0,1,15.24,5.9436,4
1197,744,6346,0,1,9.42,4.239,3
1186,744,6346,0,1,8.4,3.108,5
804,744,6346,0,1,4.42,1.5912,2
640,744,1277,0,1,5.18,1.6576,2
1283,744,1277,0,1,2.37,1.0665,3
1239,744,1745,0,1,9.12,3.1008,4
630,744,1745,0,1,11.2,4.368,4
900,744,1745,0,1,5.58,2.5668,3
916,744,1745,0,1,10.28,3.9064,4
867,744,1745,0,1,9.4,3.572,5
1016,744,1745,0,1,3.51,1.5093,3
567,744,1745,0,1,7.05,2.4675,3
357,744,1745,0,1,5.4,2.592,3
767,744,6563,0,1,5.8,1.856,4
1316,744,6563,0,1,2.13,1.0224,3
1226,744,6563,0,1,8.88,2.664,3
351,744,6563,0,1,8.28,2.7324,3
1006,744,6563,0,1,6.42,3.0816,3
48,744,9887,0,1,9.4,3.384,5
743,744,9887,0,1,2.88,1.3824,3
947,744,9887,0,1,1.95,0.8385,3
1163,744,9887,0,1,4.1,1.886,5
514,744,9887,0,1,7.24,2.9684,4
903,744,9887,0,1,10.08,3.6288,4
880,744,9887,0,1,14.6,4.672,4
1363,744,9887,0,1,7.98,2.793,3
899,744,2433,0,1,5.76,2.4768,3
1075,744,2433,0,1,3.08,1.386,2
959,744,2433,0,1,4.5,2.16,3
1308,744,2433,0,1,7.74,2.8638,3
666,744,6076,0,1,2.67,0.9345,3
216,744,6076,0,1,10.8,3.78,3
420,744,6076,0,1,9.08,4.1768,4
1015,744,8106,0,1,8.76,3.3288,4
726,744,8106,0,1,9.63,4.5261,3
449,744,8106,0,1,11.07,4.6494,3
1032,744,1523,0,1,2.2,0.968,4
676,744,1523,0,1,9.87,3.2571,3
599,744,1523,0,1,9.28,2.784,4
416,744,1523,0,1,9.96,4.6812,3
1389,744,2275,0,1,10.52,4.208,4
407,744,2275,0,1,9.63,4.0446,3
650,744,2275,0,1,6.2,2.79,4
334,744,2275,0,1,2.34,0.819,3
1283,744,2275,0,1,3.95,1.2245,5
1139,744,2275,0,1,11.44,3.7752,4
953,744,7588,0,1,10.96,3.5072,4
544,744,7588,0,1,11.8,3.658,4
1359,744,7588,0,1,3.72,1.3764,3
471,744,7588,0,1,2.49,1.0707,3
847,744,7588,0,1,7.68,3.1488,2
1276,744,7588,0,1,4.29,1.716,3
720,744,7588,0,1,2.58,1.0836,3
268,744,6563,0,1,6.92,2.2836,4
285,744,6563,0,1,5.58,2.6226,3
235,744,6563,0,1,10.65,3.408,3
385,744,6563,0,1,3.12,1.1544,2
1493,744,6563,0,1,15.84,7.92,4
1283,744,6563,0,1,3.16,1.3588,4
1500,744,6563,0,1,9.64,4.6272,4
851,744,6563,0,1,12.55,4.267,5
595,744,1553,0,1,4.26,1.3206,3
1277,744,1553,0,1,7.62,3.3528,3
374,744,1553,0,1,4.47,1.9221,3
1111,744,1553,0,1,3.12,1.4976,4
761,744,3523,0,1,3.4,1.224,2
778,744,3523,0,1,5.44,2.6656,2
728,744,3523,0,1,5.67,2.1546,3
404,744,3560,0,1,2.5,1.175,2
1419,744,3560,0,1,3.32,1.0956,4
1490,744,3560,0,1,4.2,1.638,3
548,744,3560,0,1,11.6,4.292,4
1403,744,3560,0,1,7.32,2.6352,3
188,744,10160,0,1,7.74,2.8638,3
510,744,10160,0,1,1.83,0.8784,3
687,744,10160,0,1,2.91,1.0185,3
571,744,10160,0,1,5,1.7,4
128,744,1745,0,1,1.59,0.636,3
277,744,1745,0,1,9.64,3.0848,4
727,744,2275,0,1,5.73,1.8909,3
38,744,2275,0,1,5.24,2.096,4
960,744,2275,0,1,8.6,4.042,4
897,744,2275,0,1,1.62,0.6318,3
354,744,2275,0,1,4.5,1.755,2
11,744,2275,0,1,10.53,4.6332,3
627,744,2275,0,1,6.8,2.448,4
338,744,2275,0,1,2.28,1.1172,4
924,744,6563,0,1,13.5,4.05,5
265,759,1560,55,1,14.44,7.0756,4
282,759,1560,55,1,2.79,0.8928,3
232,759,1560,55,1,5.26,2.1566,2
588,759,1554,55,1,4.62,1.617,3
459,759,1554,55,1,1.92,0.8448,3
116,759,1554,55,1,11.91,3.9303,3
731,759,1554,55,1,11.43,4.1148,3
442,759,1554,55,1,4.48,1.7472,2
166,759,1554,55,1,7.41,3.5568,3
152,759,6369,55,1,11.56,3.468,4
1028,759,2974,55,1,6.72,3.2928,3
1498,759,2974,55,1,6.9,2.829,3
523,759,9049,55,1,5.16,2.1672,3
313,759,9049,55,1,8.55,2.6505,3
529,759,9049,55,1,4.38,2.0586,2
1438,759,9049,55,1,4.11,2.0139,3
269,759,9049,55,1,8.52,2.7264,3
53,759,1032,55,1,10.83,3.8988,3
568,759,6076,55,1,13.32,4.2624,4
905,759,6076,55,1,6.99,3.2853,3
722,759,6076,55,1,8.49,4.245,3
1271,759,6076,55,1,10.5,3.57,3
1182,759,6076,55,1,4.2,2.058,3
306,759,6076,55,1,15.84,6.1776,4
962,759,6076,55,1,5.61,2.3001,3
1429,759,9585,55,1,9.6,4.32,4
1512,759,9585,55,1,1.08,0.486,2
1262,759,9585,55,1,2.28,0.684,3
453,759,9585,55,1,8.76,3.2412,3
909,759,9585,55,1,6.2,2.17,4
686,759,9585,55,1,9.1,3.094,5
210,759,9585,55,1,6.16,2.0944,4
726,759,5578,55,1,6.42,3.0816,2
1235,759,5578,55,1,2.76,0.828,2
120,759,5578,55,1,9.04,3.5256,4
1541,759,1371,55,1,11.8,3.54,4
1491,759,1371,55,1,10.32,4.128,4
83,759,1371,55,1,11.64,4.3068,3
1192,759,1371,55,1,2.94,1.1466,3
1396,759,1371,55,1,7.95,3.7365,3
54,759,1371,55,1,11.72,4.3364,4
549,759,1371,55,1,6.72,2.1504,4
1352,759,1371,55,1,5.3,2.597,2
1073,759,5430,55,1,13.8,4.554,4
584,759,5430,55,1,10.36,4.7656,4
906,759,5430,55,1,1.89,0.8505,3
1382,759,6604,55,1,2.26,0.7458,2
68,759,6604,55,1,10.68,3.738,3
1310,759,6604,55,1,7.96,3.0248,2
700,759,6604,55,1,8.04,3.7788,3
557,759,6604,55,1,2.72,1.1696,2
873,759,8039,55,1,7.05,2.7495,3
1183,759,8039,55,1,3.08,0.9548,2
667,759,8039,55,1,10.64,3.724,4
1302,759,315,55,1,7.4,2.96,4
293,759,315,55,1,8,3.68,5
204,759,315,55,1,4.8,1.824,3
886,759,315,55,1,12.44,3.8564,4
1541,759,315,55,1,5.9,2.124,2
719,759,315,55,1,7.35,3.087,3
896,759,315,55,1,10.72,3.752,4
780,759,315,55,1,8.52,4.0896,3
150,759,4607,55,1,10.35,3.2085,3
220,759,4607,55,1,7.65,2.754,3
836,759,4607,55,1,3.54,1.6992,3
133,759,4607,55,1,2.1,0.861,3
237,759,1174,55,1,10.72,4.6096,4
786,759,1174,55,1,3.88,1.4744,4
697,759,1174,55,1,5.32,1.862,4
1189,759,2434,55,1,3.04,1.2768,4
607,759,2434,55,1,8.34,3.1692,3
1210,759,2434,55,1,6.8,2.788,4
1372,759,2434,55,1,9.96,4.98,4
57,759,2434,55,1,1.83,0.7137,3
1299,759,2434,55,1,11.04,4.5264,4
656,759,6370,55,1,11.55,4.851,3
1060,759,6370,55,1,8.61,3.3579,3
263,759,6370,55,1,15.2,6.232,4
267,759,6370,55,1,3.32,0.996,4
1083,759,6370,55,1,1,0.45,2
1339,759,6370,55,1,3.93,1.6506,3
124,759,8106,55,1,4.84,1.7908,4
1039,759,2312,55,1,3.24,1.3608,4
1056,759,2312,55,1,14.65,6.153,5
1006,759,2312,55,1,6.42,2.1828,3
1156,759,2312,55,1,7.28,3.4216,4
706,759,2312,55,1,13.84,6.3664,4
910,759,2312,55,1,9.2,2.852,5
32,759,3747,55,1,11.44,5.148,4
620,759,3747,55,1,3.65,1.387,5
1556,759,3747,55,1,5.3,1.908,2
720,759,3747,55,1,4.3,1.548,5
1490,759,5617,55,1,5.6,2.296,4
920,759,5617,55,1,1.46,0.438,2
244,759,5617,55,1,10.8,5.076,4
714,759,5617,55,1,10.8,5.292,4
131,759,5617,55,1,7.2,2.736,3
394,759,9887,55,1,12.52,4.2568,4
265,759,9887,55,1,14.44,4.9096,4
1479,759,9887,55,1,5.84,2.6864,4
537,759,9887,55,1,10.6,4.028,4
248,759,9887,55,1,1.72,0.6364,2
274,759,5617,55,1,14.96,7.1808,4
1011,759,5617,55,1,12.68,5.9596,4
1187,759,5617,55,1,8.8,4.136,4
1071,759,5617,55,1,5.28,2.0592,2
1420,759,5617,55,1,3.46,1.1072,2
1516,759,5617,55,1,10.08,3.1248,3
728,759,5852,55,1,5.67,2.0979,3
478,759,5852,55,1,5.82,2.5026,2
1227,759,5852,55,1,5.62,1.967,2
125,759,5852,55,1,9.28,4.4544,4
668,759,7745,55,1,11.79,4.5981,3
245,759,7745,55,1,2.98,1.2516,2
569,759,843,55,1,6.32,3.0968,2
452,759,843,55,1,4.96,1.5376,2
802,759,843,55,1,11.96,4.784,4
1311,759,843,55,1,6.44,2.254,2
196,759,843,55,1,9.88,3.1616,4
1405,759,1882,55,1,2.67,0.9078,3
329,759,1882,55,1,5.22,2.088,3
440,759,1882,55,1,1.34,0.6298,2
523,759,1882,55,1,8.6,3.956,5
273,759,1882,55,1,6.54,2.943,3
1022,759,1882,55,1,4.53,1.6308,3
1478,759,1882,55,1,7.98,3.4314,3
1062,759,6076,55,1,9.52,3.332,4
945,759,6076,55,1,9.12,3.5568,4
1295,759,6076,55,1,7.4,3.552,4
246,759,6076,55,1,6.42,2.4396,2
689,759,6076,55,1,3.52,1.3728,2
437,759,5418,55,1,5.91,2.1867,3
920,759,5418,55,1,2.92,1.0512,4
616,759,5418,55,1,3.99,1.6758,3
732,759,6346,55,1,2.73,1.3377,3
350,759,6346,55,1,6.52,2.1516,4
354,759,6346,55,1,11.25,3.6,5
975,759,6346,55,1,7.52,2.8576,2
1011,759,8245,55,1,9.51,4.1844,3
1520,759,8245,55,1,6.93,2.4948,3
1550,759,8245,55,1,7.24,2.534,4
634,759,8245,55,1,5.06,1.771,2
1483,759,9432,55,1,6.39,2.7477,3
834,759,9432,55,1,5.92,2.3088,2
79,759,9432,55,1,2.64,1.0824,2
1200,759,9432,55,1,5.61,2.4684,3
125,759,9432,55,1,9.28,3.1552,4
235,759,9432,55,1,10.65,5.2185,3
318,759,9432,55,1,4.94,1.5808,2
1261,759,7213,55,1,1.2,0.444,2
358,759,7213,55,1,15,5.1,4
1094,759,7213,55,1,15.08,5.4288,4
1271,759,7213,55,1,10.5,4.725,3
858,759,6093,55,1,6.66,2.1978,3
808,759,6093,55,1,5.56,2.1128,4
958,759,6093,55,1,2.72,1.224,2
509,759,6093,55,1,5.7,2.166,3
299,759,6093,55,1,6.72,2.4864,4
149,759,814,55,1,7.47,2.6145,3
965,759,814,55,1,4.59,1.8819,3
76,759,814,55,1,6.76,2.2984,4
39,759,814,55,1,9.33,4.3851,3
1075,759,1420,55,1,4.62,1.386,3
159,759,1420,55,1,3.42,1.2312,2
